,0,1,2,3,4,5,6,7,8,9,10,11,12
0,338.5693233613358,10.212822410107226,75.01351480294478,16.494304423778615,22.596250042460763,57.717140928794635,8.786152385681936,12.238635014252711,36.655354504638815,4.9583250556870855,25.68223965336362,44.99290068479306,23.887507144337686
1,337.2777807891226,10.582405363712322,75.86660529483225,15.819416372119662,23.35472316301614,59.167929858808385,8.993614514692606,11.82580378606159,35.52922840309165,5.4755893626292185,26.06704127207841,44.09475394684434,21.08183760767107
2,338.8560331243758,11.522283774662332,76.64270235878392,15.70995843200931,23.34572693708913,59.25372364515209,9.000877041342122,11.7976941419241,35.431702589787825,5.519774778408306,26.159367274173245,44.5514914989572,20.499910584520773
3,340.49101459088763,11.925856105433544,77.14994311723135,15.742538754076481,23.36068045344592,59.323844845532236,9.014973439349033,11.818651011528187,35.38466784510025,5.515105671728169,26.262406153333103,44.807748525949215,20.741728023623445
4,340.9845084029389,12.117376099681861,77.44712505935489,15.684837288941727,23.321621508506627,59.34594435013074,8.996031893996609,11.837795266038073,35.3332894757045,5.519518725516116,26.4530390741108,44.885460601026935,20.609651126631356
5,353.36449226008494,12.275465543977266,81.52639190652984,16.288675588908475,23.577612520989554,61.68337776079548,8.990323842131275,11.985383379839876,35.44171222569409,5.449521832640473,27.6403389714893,45.43802476609132,23.069911271410284
6,343.9424503249323,12.25169913783054,78.65458945853842,15.842507369178735,23.284546800707666,59.91749820435502,8.934297061114373,11.841220782946634,35.249354095575356,5.523291449196549,26.83813973865499,44.92003566379484,21.131781697186128
7,345.04537770645294,12.276019615214185,79.00929440171238,15.829307592547996,23.399540974671176,60.22337748611603,8.956054273984062,11.882266203546806,35.30000960603492,5.508112697068226,27.041112697628275,45.03034152406053,20.978221287953453
8,346.5615926691812,12.285602907423568,79.448755564159,15.902181566690535,23.327763485624082,60.330979034423294,8.95730875399445,11.89388430652185,35.344585336121234,5.490201262991578,27.05077891429039,45.15889459703795,21.70910743123083
9,349.1793540075721,12.304738577996496,80.61716876427914,15.948828993981069,23.223824565204744,60.96959079136059,8.954690472489776,11.930045434952019,35.332650931278245,5.48251782937351,27.47070962249425,45.20541924020991,21.948585644804094
10,352.4534815363861,12.307286195958527,81.51580979296618,16.20652739949705,23.455749833847975,61.66140267585011,8.975712961877779,11.927021515399659,35.40033340491561,5.461993099163802,27.449116754518368,45.28404234917485,22.83350329134437
11,358.98743023645443,12.39739609325899,83.79819182582055,16.476382184581325,23.472927222138196,62.71274016427106,8.873331793941146,12.080177722275264,35.25662151148357,5.456666776868578,28.96206876464921,45.65346216794291,23.65938798251053
12,353.5485976035227,12.264409484445714,82.01713052646376,16.122550394544778,23.348999402034416,61.66151422450466,8.910699123785562,11.960160895073988,35.16328801355294,5.489009911281448,28.236003081794223,45.43614962838172,23.01199107262481
13,355.96760198945174,12.31783257336513,82.20918650829431,16.694674170006806,23.552881294539716,61.945761647949666,8.905425321147927,11.992957288898157,35.22340425913627,5.490653346073253,28.32635889960124,45.58144626590753,23.65818181934693
14,358.04280065140114,12.328178407105153,83.27036615303213,16.523318976574433,23.490289297116096,62.465269474162966,8.917966285410273,12.017142132927486,35.25010093561369,5.457863669135879,28.5244591706484,45.631756564455465,24.01200998644723
15,359.46064052496706,12.381927280399925,83.90902263774275,16.57712167337535,23.48571334100324,62.80046889073784,8.86453045552707,12.056565968527217,35.18370830268474,5.4728981029416595,29.056646405930127,45.67058606702673,23.794486379144775
16,359.2334866395511,12.364200171469353,83.5995813336075,16.947566671811845,23.35396457389403,62.70547234039417,8.858980951778731,12.03663371488057,35.15356291532692,5.487564881203633,29.059891932725687,45.68066050972119,23.75848017507578
17,358.5413869225536,12.249303711109551,83.16140017655545,16.257607924651566,23.694917568053416,62.15828757685511,8.933319720655266,11.999973303250801,35.245273121033556,5.4376002685394775,28.28712232769069,45.82101279828634,25.211845869884215
18,358.6741361106489,12.306652858450231,83.59848891521042,16.297441502160147,23.37091453808124,62.27805650917351,8.89432615382452,12.03680086621261,35.18750397824145,5.47781983264526,28.703218212905753,45.70278182770087,24.714159393880685
