Unnamed: 0,sj,fl_e,fl_n,fl_s,fl_w,label
#GS008,2019/4/11 16:00,1038,1239,1185,844,4306
#GS007,2019/4/11 17:00,396,571.6858193,566.2227434,428,1017
#GS006,2019/4/11 17:00,514.2412966,1,1,172,145
#GS035,2019/4/11 17:00,0,1461,733,708,3022
#GS008,2019/4/11 17:00,1438,1682,674,1309,5391
#GS007,2019/4/11 18:00,396,571.6858193,566.2227434,428,824
#GS006,2019/4/11 18:00,514.2412966,1,1,172,174
#GS008,2019/4/11 18:00,1438,1682,674,1309,5103
#GS035,2019/4/11 18:00,0,1461,733,708,2902
#GS035,2019/4/11 19:00,0,1220,633,474,2327
#GS008,2019/4/11 19:00,1143,1294,510,1053,4000
#GS007,2019/4/11 19:00,225,571.6858193,566.2227434,153,378
#GS006,2019/4/11 19:00,514.2412966,571.6858193,1,67,68
#GS007,2019/4/11 1:00,13,571.6858193,1,18,32
#GS006,2019/4/11 1:00,514.2412966,16,566.2227434,25,41
#GS035,2019/4/11 1:00,0,185,97,98,380
#GS008,2019/4/11 1:00,181,200,75,146,602
#GS006,2019/4/11 20:00,514.2412966,571.6858193,566.2227434,46,46
#GS007,2019/4/11 20:00,180,571.6858193,566.2227434,141,321
#GS035,2019/4/11 20:00,0,1006,539,475,2020
#GS008,2019/4/11 20:00,1026,1015,460,762,3263
#GS008,2019/4/11 21:00,1025,974,481,738,3218
#GS007,2019/4/11 21:00,176,571.6858193,566.2227434,143,319
#GS006,2019/4/11 21:00,514.2412966,571.6858193,566.2227434,38,38
#GS035,2019/4/11 21:00,0,923,543,516,1982
#GS007,2019/4/11 22:00,157,571.6858193,566.2227434,84,241
#GS035,2019/4/11 22:00,0,706,446,465,1617
#GS008,2019/4/11 22:00,856,724,363,615,2558
#GS006,2019/4/11 22:00,514.2412966,571.6858193,566.2227434,22,22
#GS008,2019/4/11 23:00,496,455,209,398,1558
#GS006,2019/4/11 23:00,514.2412966,571.6858193,566.2227434,10,10
#GS007,2019/4/11 23:00,85,571.6858193,566.2227434,54,139
#GS035,2019/4/11 23:00,0,469,229,302,1000
#GS008,2019/4/11 2:00,100,142,41,87,370
#GS007,2019/4/11 2:00,13,571.6858193,566.2227434,19,32
#GS006,2019/4/11 2:00,514.2412966,58,566.2227434,31,89
#GS035,2019/4/11 2:00,0,130,62,68,260
#GS006,2019/4/11 3:00,514.2412966,27,566.2227434,22,49
#GS008,2019/4/11 3:00,64,60,41,50,215
#GS007,2019/4/11 3:00,8,571.6858193,566.2227434,5,13
#GS035,2019/4/11 3:00,0,78,46,56,180
#GS006,2019/4/11 4:00,514.2412966,27,566.2227434,17,44
#GS035,2019/4/11 4:00,0,60,36,31,127
#GS007,2019/4/11 4:00,4,571.6858193,566.2227434,9,13
#GS008,2019/4/11 4:00,58,61,16,39,174
#GS006,2019/4/11 5:00,514.2412966,26,566.2227434,23,49
#GS035,2019/4/11 5:00,0,85,60,57,202
#GS007,2019/4/11 5:00,10,571.6858193,566.2227434,8,18
#GS008,2019/4/11 5:00,45,65,35,57,202
#GS008,2019/4/11 6:00,299,232,148,352,1031
#GS007,2019/4/11 6:00,93,571.6858193,566.2227434,20,113
#GS006,2019/4/11 6:00,514.2412966,103,566.2227434,124,227
#GS035,2019/4/11 6:00,0,279,198,273,750
#GS007,2019/4/11 7:00,321,571.6858193,566.2227434,253,574
#GS008,2019/4/11 7:00,1218,970,1700,1409,5297
#GS006,2019/4/11 7:00,514.2412966,23,1,165,189
#GS035,2019/4/11 7:00,0,1015,999,1240,3254
#GS035,2019/4/11 8:00,0,1202,1303,904,3409
#GS007,2019/4/11 8:00,390,571.6858193,1,484,875
#GS008,2019/4/11 8:00,1745,1297,2272,1365,6679
#GS006,2019/4/11 8:00,2,571.6858193,566.2227434,246,248
#GS006,2019/4/11 9:00,514.2412966,571.6858193,566.2227434,179,179
#GS035,2019/4/11 9:00,0,1476,851,986,3313
#GS007,2019/4/11 9:00,376,571.6858193,566.2227434,368,744
#GS008,2019/4/11 9:00,1631,1412,1882,1383,6308
#GS006,2019/4/12 0:00,514.2412966,571.6858193,566.2227434,13,13
#GS007,2019/4/12 0:00,49,571.6858193,566.2227434,26,75
#GS035,2019/4/12 0:00,0,354,172,207,733
#GS008,2019/4/12 0:00,384,355,156,260,1155
#GS008,2019/4/12 10:00,1155,1329,791,1070,4345
#GS006,2019/4/12 10:00,514.2412966,571.6858193,566.2227434,98,98
#GS035,2019/4/12 10:00,0,1223,749,965,2937
#GS007,2019/4/12 10:00,363,571.6858193,566.2227434,301,664
#GS007,2019/4/12 11:00,322,571.6858193,566.2227434,272,594
#GS008,2019/4/12 11:00,1174,1233,707,904,4018
#GS006,2019/4/12 11:00,514.2412966,1,566.2227434,102,103
#GS035,2019/4/12 11:00,0,1231,786,923,2940
#GS008,2019/4/12 12:00,1345,1305,1263,1437,5350
#GS006,2019/4/12 12:00,514.2412966,571.6858193,566.2227434,85,85
#GS007,2019/4/12 12:00,355,571.6858193,566.2227434,303,658
#GS035,2019/4/12 12:00,0,1298,726,853,2877
#GS007,2019/4/12 13:00,343,571.6858193,566.2227434,302,645
#GS008,2019/4/12 13:00,1355,1461,1462,1408,5686
#GS006,2019/4/12 13:00,514.2412966,571.6858193,566.2227434,100,100
#GS035,2019/4/12 13:00,0,1251,742,967,2960
#GS035,2019/4/12 14:00,0,1199,759,879,2837
#GS007,2019/4/12 14:00,337,571.6858193,566.2227434,295,632
#GS008,2019/4/12 14:00,1391,1321,1555,1481,5748
#GS006,2019/4/12 14:00,514.2412966,1,566.2227434,129,130
#GS006,2019/4/12 15:00,514.2412966,571.6858193,1,114,115
#GS035,2019/4/12 15:00,0,1359,861,860,3080
#GS008,2019/4/12 15:00,1323,1555,1417,1313,5608
#GS007,2019/4/12 15:00,324,571.6858193,566.2227434,279,603
#GS008,2019/4/12 16:00,1343,1723,1477,1589,6132
#GS006,2019/4/12 16:00,514.2412966,1,1,101,103
#GS007,2019/4/12 16:00,364,571.6858193,566.2227434,317,681
#GS035,2019/4/12 16:00,0,1336,880,865,3081
#GS035,2019/4/12 17:00,0,1583,860,842,3573
#GS007,2019/4/12 17:00,592,571.6858193,566.2227434,621,1306
#GS008,2019/4/12 17:00,1152,2330,768,1532,6657
#GS006,2019/4/12 17:00,514.2412966,571.6858193,566.2227434,159,181
#GS008,2019/4/12 18:00,1152,2330,768,1532,5782
#GS006,2019/4/12 18:00,514.2412966,571.6858193,566.2227434,159,159
#GS007,2019/4/12 18:00,592,571.6858193,566.2227434,621,1213
#GS035,2019/4/12 18:00,0,1583,860,842,3285
#GS007,2019/4/12 19:00,287,571.6858193,566.2227434,208,495
#GS006,2019/4/12 19:00,514.2412966,571.6858193,566.2227434,86,86
#GS035,2019/4/12 19:00,0,1354,688,688,2730
#GS008,2019/4/12 19:00,1168,1289,538,1088,4083
#GS008,2019/4/12 1:00,189,215,106,146,656
#GS007,2019/4/12 1:00,24,571.6858193,566.2227434,17,41
#GS035,2019/4/12 1:00,0,194,136,141,471
#GS006,2019/4/12 1:00,514.2412966,571.6858193,566.2227434,3,3
#GS008,2019/4/12 20:00,1084,1049,488,912,3533
#GS007,2019/4/12 20:00,193,571.6858193,566.2227434,176,369
#GS006,2019/4/12 20:00,514.2412966,571.6858193,566.2227434,55,55
#GS035,2019/4/12 20:00,0,1108,626,673,2407
#GS035,2019/4/12 21:00,0,1053,638,677,2368
#GS006,2019/4/12 21:00,514.2412966,1,566.2227434,54,55
#GS008,2019/4/12 21:00,1084,1029,570,758,3441
#GS007,2019/4/12 21:00,192,571.6858193,566.2227434,122,314
#GS035,2019/4/12 22:00,0,886,459,529,1874
#GS006,2019/4/12 22:00,514.2412966,571.6858193,566.2227434,35,35
#GS008,2019/4/12 22:00,920,870,407,631,2828
#GS007,2019/4/12 22:00,160,571.6858193,566.2227434,79,239
#GS006,2019/4/12 23:00,514.2412966,571.6858193,566.2227434,13,13
#GS007,2019/4/12 23:00,117,571.6858193,566.2227434,58,175
#GS008,2019/4/12 23:00,610,621,274,503,2008
#GS035,2019/4/12 23:00,0,610,329,378,1317
#GS006,2019/4/12 2:00,514.2412966,571.6858193,566.2227434,3,3
#GS008,2019/4/12 2:00,122,121,41,89,373
#GS007,2019/4/12 2:00,12,571.6858193,566.2227434,10,22
#GS035,2019/4/12 2:00,0,122,74,61,257
#GS006,2019/4/12 3:00,514.2412966,571.6858193,566.2227434,3,3
#GS008,2019/4/12 3:00,90,65,30,46,231
#GS035,2019/4/12 3:00,0,91,57,37,185
#GS007,2019/4/12 3:00,3,571.6858193,566.2227434,8,11
#GS007,2019/4/12 4:00,514.2412966,571.6858193,566.2227434,2,2
#GS006,2019/4/12 4:00,514.2412966,571.6858193,566.2227434,1,1
#GS035,2019/4/12 4:00,0,53,39,41,133
#GS008,2019/4/12 4:00,61,44,19,44,168
#GS006,2019/4/12 5:00,514.2412966,571.6858193,566.2227434,17,17
#GS007,2019/4/12 5:00,12,571.6858193,566.2227434,8,20
#GS035,2019/4/12 5:00,0,82,52,58,192
#GS008,2019/4/12 5:00,68,57,36,57,218
#GS007,2019/4/12 6:00,91,571.6858193,566.2227434,23,114
#GS006,2019/4/12 6:00,514.2412966,571.6858193,566.2227434,90,90
#GS035,2019/4/12 6:00,0,267,176,249,692
#GS008,2019/4/12 6:00,252,244,124,291,911
#GS035,2019/4/12 7:00,0,1020,1033,1269,3322
#GS007,2019/4/12 7:00,360,571.6858193,566.2227434,221,581
#GS008,2019/4/12 7:00,996,921,991,1231,4139
#GS006,2019/4/12 7:00,514.2412966,571.6858193,566.2227434,639,639
#GS008,2019/4/12 8:00,1204,1173,1465,1189,5031
#GS006,2019/4/12 8:00,514.2412966,571.6858193,566.2227434,324,324
#GS035,2019/4/12 8:00,0,1086,1445,1451,3982
#GS007,2019/4/12 8:00,452,1,566.2227434,460,913
#GS008,2019/4/12 9:00,1254,1423,920,1073,4670
#GS007,2019/4/12 9:00,407,571.6858193,566.2227434,400,807
#GS006,2019/4/12 9:00,514.2412966,571.6858193,566.2227434,152,152
#GS035,2019/4/12 9:00,0,1272,890,1036,3198
#GS006,2019/4/13 0:00,514.2412966,571.6858193,566.2227434,12,12
#GS008,2019/4/13 0:00,501,441,201,326,1469
#GS007,2019/4/13 0:00,43,571.6858193,566.2227434,35,78
#GS035,2019/4/13 0:00,0,420,244,230,894
#GS008,2019/4/13 10:00,1347,1161,1462,1362,5332
#GS007,2019/4/13 10:00,266,571.6858193,566.2227434,230,496
#GS035,2019/4/13 10:00,0,1238,764,987,2989
#GS006,2019/4/13 10:00,514.2412966,571.6858193,566.2227434,73,73
#GS008,2019/4/13 11:00,1413,1191,1370,1385,5359
#GS007,2019/4/13 11:00,284,571.6858193,566.2227434,211,495
#GS006,2019/4/13 11:00,514.2412966,571.6858193,566.2227434,51,51
#GS035,2019/4/13 11:00,0,1189,765,881,2835
#GS035,2019/4/13 12:00,0,1298,800,906,3004
#GS006,2019/4/13 12:00,514.2412966,571.6858193,566.2227434,78,78
#GS008,2019/4/13 12:00,1305,1273,1339,1382,5299
#GS007,2019/4/13 12:00,290,571.6858193,566.2227434,222,512
#GS035,2019/4/13 13:00,0,1321,831,940,3092
#GS006,2019/4/13 13:00,514.2412966,571.6858193,566.2227434,52,52
#GS008,2019/4/13 13:00,1372,1201,1351,1274,5198
#GS007,2019/4/13 13:00,295,571.6858193,566.2227434,216,511
#GS008,2019/4/13 14:00,1368,1278,1323,1162,5131
#GS007,2019/4/13 14:00,304,571.6858193,566.2227434,198,502
#GS006,2019/4/13 14:00,514.2412966,571.6858193,566.2227434,61,61
#GS035,2019/4/13 14:00,0,1335,722,882,2939
#GS006,2019/4/13 15:00,514.2412966,571.6858193,566.2227434,58,58
#GS035,2019/4/13 15:00,0,1207,625,871,2703
#GS007,2019/4/13 15:00,285,571.6858193,566.2227434,220,505
#GS008,2019/4/13 15:00,1351,1302,1277,1351,5281
#GS008,2019/4/13 16:00,1190,1220,1222,1152,4784
#GS007,2019/4/13 16:00,286,571.6858193,566.2227434,175,461
#GS035,2019/4/13 16:00,0,1240,726,825,2791
#GS006,2019/4/13 16:00,514.2412966,1,566.2227434,72,73
#GS008,2019/4/13 17:00,1319,1431,784,1620,5533
#GS006,2019/4/13 17:00,514.2412966,571.6858193,566.2227434,44,88
#GS035,2019/4/13 17:00,0,1418,778,830,2959
#GS007,2019/4/13 17:00,310,571.6858193,566.2227434,228,542
#GS006,2019/4/13 18:00,514.2412966,571.6858193,566.2227434,44,44
#GS008,2019/4/13 18:00,1319,1431,784,1620,5154
#GS007,2019/4/13 18:00,310,571.6858193,566.2227434,228,538
#GS035,2019/4/13 18:00,0,1418,778,830,3026
#GS035,2019/4/13 19:00,0,1086,664,635,2385
#GS007,2019/4/13 19:00,155,571.6858193,566.2227434,101,256
#GS006,2019/4/13 19:00,514.2412966,571.6858193,566.2227434,40,40
#GS008,2019/4/13 19:00,1091,971,530,1043,3635
#GS007,2019/4/13 1:00,30,571.6858193,566.2227434,27,57
#GS008,2019/4/13 1:00,307,257,105,204,873
#GS035,2019/4/13 1:00,0,293,127,152,572
#GS006,2019/4/13 1:00,514.2412966,571.6858193,566.2227434,13,13
#GS035,2019/4/13 20:00,0,1002,708,679,2389
#GS008,2019/4/13 20:00,1117,987,534,930,3568
#GS006,2019/4/13 20:00,1,571.6858193,566.2227434,27,28
#GS007,2019/4/13 20:00,182,571.6858193,566.2227434,147,329
#GS006,2019/4/13 21:00,514.2412966,571.6858193,566.2227434,23,23
#GS007,2019/4/13 21:00,155,571.6858193,566.2227434,114,269
#GS008,2019/4/13 21:00,1192,933,499,804,3428
#GS035,2019/4/13 21:00,0,944,644,611,2199
#GS007,2019/4/13 22:00,127,571.6858193,566.2227434,59,186
#GS008,2019/4/13 22:00,855,690,462,635,2642
#GS035,2019/4/13 22:00,0,717,504,547,1768
#GS006,2019/4/13 22:00,514.2412966,571.6858193,566.2227434,21,21
#GS035,2019/4/13 23:00,0,547,312,322,1181
#GS006,2019/4/13 23:00,514.2412966,571.6858193,566.2227434,403.6883208,2073.60543
#GS007,2019/4/13 23:00,97,571.6858193,1,45,143
#GS008,2019/4/13 23:00,584,529,262,447,1822
#GS007,2019/4/13 2:00,16,571.6858193,566.2227434,16,32
#GS008,2019/4/13 2:00,171,165,87,126,549
#GS035,2019/4/13 2:00,0,160,107,104,371
#GS006,2019/4/13 2:00,514.2412966,571.6858193,566.2227434,4,4
#GS006,2019/4/13 3:00,514.2412966,571.6858193,566.2227434,4,4
#GS007,2019/4/13 3:00,5,571.6858193,566.2227434,10,15
#GS008,2019/4/13 3:00,119,94,36,82,331
#GS035,2019/4/13 3:00,0,122,65,57,244
#GS008,2019/4/13 4:00,76,53,31,45,205
#GS006,2019/4/13 4:00,514.2412966,571.6858193,566.2227434,3,3
#GS035,2019/4/13 4:00,0,73,50,40,163
#GS007,2019/4/13 4:00,1,571.6858193,566.2227434,9,10
#GS006,2019/4/13 5:00,514.2412966,571.6858193,566.2227434,9,9
#GS007,2019/4/13 5:00,11,571.6858193,566.2227434,9,20
#GS008,2019/4/13 5:00,74,64,43,53,234
#GS035,2019/4/13 5:00,0,92,72,79,243
#GS006,2019/4/13 6:00,514.2412966,571.6858193,566.2227434,33,33
#GS007,2019/4/13 6:00,88,571.6858193,566.2227434,21,109
#GS008,2019/4/13 6:00,214,214,111,197,736
#GS035,2019/4/13 6:00,0,218,161,184,563
#GS008,2019/4/13 7:00,778,728,834,859,3199
#GS006,2019/4/13 7:00,514.2412966,571.6858193,566.2227434,86,86
#GS035,2019/4/13 7:00,0,717,468,557,1742
#GS007,2019/4/13 7:00,267,571.6858193,566.2227434,77,344
#GS006,2019/4/13 8:00,514.2412966,571.6858193,566.2227434,77,77
#GS007,2019/4/13 8:00,311,571.6858193,566.2227434,180,491
#GS008,2019/4/13 8:00,1248,1038,1552,1107,4945
#GS035,2019/4/13 8:00,0,1144,752,997,2893
#GS008,2019/4/13 9:00,1308,1021,1670,1244,5243
#GS035,2019/4/13 9:00,0,1104,760,979,2843
#GS007,2019/4/13 9:00,291,571.6858193,566.2227434,196,487
#GS006,2019/4/13 9:00,514.2412966,1,566.2227434,75,76
#GS006,2019/4/14 0:00,51,114,566.2227434,10,175
#GS008,2019/4/14 0:00,424,404,195,331,1354
#GS035,2019/4/14 0:00,0,402,240,247,889
#GS007,2019/4/14 0:00,35,571.6858193,566.2227434,31,66
#GS035,2019/4/14 10:00,0,1098,680,815,2593
#GS008,2019/4/14 10:00,1149,915,1161,765,3990
#GS007,2019/4/14 10:00,249,571.6858193,566.2227434,151,400
#GS006,2019/4/14 10:00,196,571.6858193,566.2227434,403.6883208,196
#GS006,2019/4/14 11:00,199,571.6858193,566.2227434,403.6883208,199
#GS007,2019/4/14 11:00,246,571.6858193,566.2227434,153,399
#GS008,2019/4/14 11:00,1253,1022,1152,1056,4483
#GS035,2019/4/14 11:00,0,1108,693,836,2637
#GS008,2019/4/14 12:00,1239,1163,1260,1274,4936
#GS006,2019/4/14 12:00,225,571.6858193,566.2227434,403.6883208,225
#GS035,2019/4/14 12:00,0,1239,744,832,2815
#GS007,2019/4/14 12:00,291,571.6858193,566.2227434,206,497
#GS035,2019/4/14 13:00,0,1288,753,908,2949
#GS008,2019/4/14 13:00,1438,1190,1362,1197,5187
#GS007,2019/4/14 13:00,298,571.6858193,566.2227434,201,499
#GS006,2019/4/14 13:00,219,571.6858193,566.2227434,403.6883208,219
#GS008,2019/4/14 14:00,1262,1222,1221,951,4656
#GS007,2019/4/14 14:00,292,571.6858193,566.2227434,199,491
#GS006,2019/4/14 14:00,262,571.6858193,566.2227434,52,314
#GS035,2019/4/14 14:00,0,1282,711,864,2857
#GS008,2019/4/14 15:00,1210,1210,1206,1072,4698
#GS006,2019/4/14 15:00,273,571.6858193,566.2227434,80,353
#GS007,2019/4/14 15:00,336,571.6858193,566.2227434,196,532
#GS035,2019/4/14 15:00,0,1275,777,882,2934
#GS007,2019/4/14 16:00,331,2,135,104,572
#GS006,2019/4/14 16:00,252,4,131,205,592
#GS035,2019/4/14 16:00,0,1309,848,924,3081
#GS008,2019/4/14 16:00,1412,1185,1358,949,4904
#GS006,2019/4/14 17:00,728,1041,538,774,3099
#GS007,2019/4/14 17:00,599,769,397,198,1616
#GS008,2019/4/14 17:00,1418,1372,727,1389,5565
#GS035,2019/4/14 17:00,0,1411,760,763,3302
#GS006,2019/4/14 18:00,728,1041,538,774,3081
#GS008,2019/4/14 18:00,1418,1372,727,1389,4906
#GS035,2019/4/14 18:00,0,1411,760,763,2934
#GS007,2019/4/14 18:00,599,769,397,198,1963
#GS007,2019/4/14 19:00,336,575,535,127,1573
#GS006,2019/4/14 19:00,403,830,467,579,2279
#GS035,2019/4/14 19:00,0,1078,597,674,2349
#GS008,2019/4/14 19:00,1047,900,486,1057,3490
#GS006,2019/4/14 1:00,29,85,566.2227434,5,119
#GS035,2019/4/14 1:00,0,278,165,167,610
#GS008,2019/4/14 1:00,321,292,149,223,985
#GS007,2019/4/14 1:00,22,571.6858193,566.2227434,25,47
#GS035,2019/4/14 20:00,0,988,589,657,2234
#GS008,2019/4/14 20:00,1050,845,443,858,3196
#GS007,2019/4/14 20:00,308,530,554,118,1510
#GS006,2019/4/14 20:00,373,872,452,636,2333
#GS035,2019/4/14 21:00,0,841,553,558,1952
#GS006,2019/4/14 21:00,303,721,377,444,1845
#GS007,2019/4/14 21:00,260,443,564,93,1360
#GS008,2019/4/14 21:00,947,770,415,784,2916
#GS008,2019/4/14 22:00,692,600,300,563,2155
#GS035,2019/4/14 22:00,0,588,418,438,1444
#GS007,2019/4/14 22:00,241,338,396,63,1038
#GS006,2019/4/14 22:00,270,514,270,339,1393
#GS035,2019/4/14 23:00,0,417,229,282,928
#GS007,2019/4/14 23:00,149,248,237,37,671
#GS008,2019/4/14 23:00,471,449,160,371,1451
#GS006,2019/4/14 23:00,158,399,152,165,874
#GS008,2019/4/14 2:00,184,165,64,133,546
#GS006,2019/4/14 2:00,12,49,566.2227434,5,66
#GS007,2019/4/14 2:00,13,571.6858193,566.2227434,9,22
#GS035,2019/4/14 2:00,0,174,97,86,357
#GS035,2019/4/14 3:00,0,126,78,46,250
#GS008,2019/4/14 3:00,109,109,37,82,337
#GS007,2019/4/14 3:00,8,571.6858193,566.2227434,8,16
#GS006,2019/4/14 3:00,6,34,566.2227434,403.6883208,40
#GS007,2019/4/14 4:00,2,571.6858193,566.2227434,10,12
#GS008,2019/4/14 4:00,68,69,30,55,222
#GS006,2019/4/14 4:00,3,20,566.2227434,403.6883208,23
#GS035,2019/4/14 4:00,0,92,44,49,185
#GS006,2019/4/14 5:00,7,21,566.2227434,403.6883208,28
#GS008,2019/4/14 5:00,58,67,31,61,217
#GS007,2019/4/14 5:00,12,571.6858193,566.2227434,3,15
#GS035,2019/4/14 5:00,0,72,46,66,184
#GS007,2019/4/14 6:00,64,571.6858193,566.2227434,19,83
#GS008,2019/4/14 6:00,160,196,100,172,628
#GS035,2019/4/14 6:00,0,212,145,138,495
#GS006,2019/4/14 6:00,36,27,566.2227434,403.6883208,63
#GS006,2019/4/14 7:00,138,106,566.2227434,403.6883208,244
#GS035,2019/4/14 7:00,0,590,375,445,1410
#GS008,2019/4/14 7:00,604,550,625,681,2460
#GS007,2019/4/14 7:00,205,571.6858193,566.2227434,44,249
#GS007,2019/4/14 8:00,252,571.6858193,566.2227434,122,374
#GS035,2019/4/14 8:00,0,934,571,756,2261
#GS008,2019/4/14 8:00,1055,813,1192,745,3805
#GS006,2019/4/14 8:00,185,571.6858193,566.2227434,403.6883208,185
#GS007,2019/4/14 9:00,267,571.6858193,566.2227434,148,415
#GS006,2019/4/14 9:00,198,571.6858193,566.2227434,403.6883208,198
#GS008,2019/4/14 9:00,1133,917,1194,834,4078
#GS035,2019/4/14 9:00,0,1018,633,863,2514
#GS035,2019/4/15 0:00,0,311,156,193,660
#GS006,2019/4/15 0:00,91,316,120,121,648
#GS007,2019/4/15 0:00,59,230,181,27,497
#GS008,2019/4/15 0:00,293,310,143,209,955
#GS007,2019/4/15 10:00,736,746,1045,309,2836
#GS006,2019/4/15 10:00,835,769,891,835,3330
#GS008,2019/4/15 10:00,1445,1231,1556,953,5185
#GS035,2019/4/15 10:00,0,1186,802,956,2944
#GS035,2019/4/15 11:00,0,1180,702,788,2670
#GS007,2019/4/15 11:00,672,700,811,255,2438
#GS006,2019/4/15 11:00,720,634,1079,847,3280
#GS008,2019/4/15 11:00,1340,1173,1165,829,4507
#GS035,2019/4/15 12:00,0,1289,630,833,2752
#GS007,2019/4/15 12:00,789,777,871,276,2713
#GS008,2019/4/15 12:00,1243,1343,1264,1074,4924
#GS006,2019/4/15 12:00,724,612,999,716,3051
#GS035,2019/4/15 13:00,0,1195,713,894,2802
#GS007,2019/4/15 13:00,674,686,1014,253,2627
#GS006,2019/4/15 13:00,768,886,1162,757,3573
#GS008,2019/4/15 13:00,1319,1259,1361,1124,5063
#GS006,2019/4/15 14:00,843,1153,1330,823,4149
#GS007,2019/4/15 14:00,713,808,1118,266,2905
#GS008,2019/4/15 14:00,1305,1324,1317,1226,5172
#GS035,2019/4/15 14:00,0,1267,722,813,2802
#GS035,2019/4/15 15:00,0,1225,742,849,2816
#GS007,2019/4/15 15:00,665,775,983,220,2643
#GS006,2019/4/15 15:00,865,1267,1213,892,4237
#GS008,2019/4/15 15:00,1293,1242,1301,1201,5037
#GS035,2019/4/15 16:00,0,1285,727,823,2835
#GS007,2019/4/15 16:00,781,799,1065,260,2905
#GS006,2019/4/15 16:00,945,1110,1271,907,4233
#GS008,2019/4/15 16:00,1465,1377,1263,1233,5338
#GS007,2019/4/15 17:00,957,820,869,424,3572
#GS006,2019/4/15 17:00,1098,1209,1403,766,4735
#GS008,2019/4/15 17:00,1125,2067,706,1138,5681
#GS035,2019/4/15 17:00,0,1651,842,681,3164
#GS007,2019/4/15 18:00,957,820,869,424,3070
#GS035,2019/4/15 18:00,0,1651,842,681,3174
#GS006,2019/4/15 18:00,1098,1209,1403,766,4476
#GS008,2019/4/15 18:00,1125,2067,706,1138,5036
#GS007,2019/4/15 19:00,396,676,574,165,1811
#GS008,2019/4/15 19:00,983,1161,449,855,3448
#GS006,2019/4/15 19:00,629,941,903,570,3043
#GS035,2019/4/15 19:00,0,1157,607,615,2379
#GS008,2019/4/15 1:00,157,195,57,115,524
#GS007,2019/4/15 1:00,39,137,97,20,293
#GS006,2019/4/15 1:00,50,201,52,56,359
#GS035,2019/4/15 1:00,0,187,90,106,383
#GS006,2019/4/15 20:00,382,866,770,472,2490
#GS008,2019/4/15 20:00,867,961,422,752,3002
#GS035,2019/4/15 20:00,0,926,503,612,2041
#GS007,2019/4/15 20:00,305,524,512,129,1470
#GS008,2019/4/15 21:00,886,814,371,666,2737
#GS006,2019/4/15 21:00,366,701,454,402,1923
#GS007,2019/4/15 21:00,271,491,485,103,1350
#GS035,2019/4/15 21:00,0,815,448,538,1801
#GS035,2019/4/15 22:00,0,594,368,426,1388
#GS007,2019/4/15 22:00,271,373,409,81,1134
#GS008,2019/4/15 22:00,628,651,304,501,2084
#GS006,2019/4/15 22:00,242,514,314,303,1373
#GS007,2019/4/15 23:00,121,272,255,47,695
#GS006,2019/4/15 23:00,171,395,192,179,937
#GS008,2019/4/15 23:00,430,444,190,315,1379
#GS035,2019/4/15 23:00,0,434,247,250,931
#GS035,2019/4/15 2:00,0,102,59,60,221
#GS007,2019/4/15 2:00,16,63,68,6,153
#GS006,2019/4/15 2:00,26,95,39,29,189
#GS008,2019/4/15 2:00,91,101,42,93,327
#GS006,2019/4/15 3:00,12,52,24,20,108
#GS035,2019/4/15 3:00,0,69,40,36,145
#GS008,2019/4/15 3:00,54,60,26,53,193
#GS007,2019/4/15 3:00,15,48,38,7,108
#GS006,2019/4/15 4:00,18,36,19,22,95
#GS008,2019/4/15 4:00,60,40,25,52,177
#GS007,2019/4/15 4:00,9,33,21,5,68
#GS035,2019/4/15 4:00,0,50,33,50,133
#GS008,2019/4/15 5:00,57,67,28,63,215
#GS006,2019/4/15 5:00,29,64,24,21,138
#GS007,2019/4/15 5:00,16,49,34,4,103
#GS035,2019/4/15 5:00,0,75,41,62,178
#GS007,2019/4/15 6:00,161,104,137,28,430
#GS006,2019/4/15 6:00,144,196,105,207,652
#GS008,2019/4/15 6:00,281,233,130,337,981
#GS035,2019/4/15 6:00,0,268,194,258,720
#GS006,2019/4/15 7:00,664,867,611,1069,3211
#GS007,2019/4/15 7:00,697,506,636,259,2098
#GS035,2019/4/15 7:00,0,1009,1139,1372,3520
#GS008,2019/4/15 7:00,1226,885,1722,1025,4858
#GS008,2019/4/15 8:00,1587,1006,2488,762,5843
#GS035,2019/4/15 8:00,0,1126,1521,1360,4007
#GS007,2019/4/15 8:00,1010,755,1307,476,3548
#GS006,2019/4/15 8:00,1082,1002,803,1163,4050
#GS035,2019/4/15 9:00,0,1206,969,1039,3214
#GS006,2019/4/15 9:00,989,765,833,884,3471
#GS007,2019/4/15 9:00,904,965,898,420,3187
#GS008,2019/4/15 9:00,1443,1401,1930,878,5652
#GS035,2019/4/16 0:00,0,327,181,178,686
#GS008,2019/4/16 0:00,283,329,153,236,1001
#GS007,2019/4/16 0:00,70,223,178,31,502
#GS006,2019/4/16 0:00,107,317,278,107,809
#GS006,2019/4/16 10:00,815,596,696,772,2879
#GS007,2019/4/16 10:00,793,768,861,437,2859
#GS008,2019/4/16 10:00,1389,1130,1378,873,4770
#GS035,2019/4/16 10:00,0,1215,839,880,2934
#GS035,2019/4/16 11:00,0,1250,719,796,2765
#GS006,2019/4/16 11:00,799,818,730,821,3168
#GS008,2019/4/16 11:00,1379,1239,1240,1094,4952
#GS007,2019/4/16 11:00,734,797,918,261,2710
