Unnamed: 0,sj,fl_e,fl_n,fl_s,fl_w,label
#GS035,2018/1/8 5:00,0,74,49,48,171
#GS006,2018/1/8 5:00,25,68,33,24,150
#GS006,2018/1/8 6:00,78,189,142,133,542
#GS008,2018/1/8 6:00,187,153,73,233,646
#GS035,2018/1/8 6:00,0,220,147,161,528
#GS007,2018/1/8 6:00,131,182,97,43,453
#GS035,2018/1/8 7:00,0,835,760,1061,2656
#GS006,2018/1/8 7:00,367,1136,871,711,3085
#GS008,2018/1/8 7:00,1038,604,606,1333,3581
#GS007,2018/1/8 7:00,405,750,666,423,2244
#GS007,2018/1/8 8:00,827,1130,1611,621,4189
#GS008,2018/1/8 8:00,1481,855,1277,1113,4726
#GS035,2018/1/8 8:00,0,1097,1312,1436,3845
#GS006,2018/1/8 8:00,904,2050,1492,1070,5516
#GS035,2018/1/8 9:00,0,1303,995,1013,3311
#GS007,2018/1/8 9:00,842,1390,1150,483,3865
#GS008,2018/1/8 9:00,1684,1063,995,767,4509
#GS006,2018/1/8 9:00,930,1523,1556,750,4759
#GS006,2018/1/9 0:00,66,306,232,79,683
#GS035,2018/1/9 0:00,0,312,168,182,662
#GS008,2018/1/9 0:00,243,216,123,141,723
#GS007,2018/1/9 0:00,61,208,150,57,476
#GS035,2018/1/9 10:00,0,1263,730,844,2837
#GS007,2018/1/9 10:00,597,956,1226,457,3236
#GS008,2018/1/9 10:00,1448,903,1267,702,4320
#GS006,2018/1/9 10:00,704,1574,1458,735,4471
#GS008,2018/1/9 11:00,1299,832,1037,978,4146
#GS007,2018/1/9 11:00,537,903,984,335,2759
#GS035,2018/1/9 11:00,0,1154,636,678,2468
#GS006,2018/1/9 11:00,717,1570,1285,682,4254
#GS035,2018/1/9 12:00,0,1259,713,666,2638
#GS008,2018/1/9 12:00,1342,788,980,959,4069
#GS006,2018/1/9 12:00,640,1349,1238,628,3855
#GS007,2018/1/9 12:00,615,818,938,403,2774
#GS006,2018/1/9 13:00,589,1541,1187,724,4041
#GS035,2018/1/9 13:00,0,1258,713,756,2727
#GS008,2018/1/9 13:00,983,646,895,769,3293
#GS007,2018/1/9 13:00,623,856,936,385,2800
#GS006,2018/1/9 14:00,591,1606,1384,705,4286
#GS007,2018/1/9 14:00,602,891,1075,379,2947
#GS008,2018/1/9 14:00,514.2412966,211,367,403.6883208,578
#GS035,2018/1/9 14:00,0,1334,744,776,2854
#GS035,2018/1/9 15:00,0,1365,700,742,2807
#GS008,2018/1/9 15:00,20,213,382,34,649
#GS007,2018/1/9 15:00,537,908,1037,346,2828
#GS006,2018/1/9 15:00,618,1680,1345,739,4382
#GS007,2018/1/9 16:00,645,894,998,367,2904
#GS008,2018/1/9 16:00,285,198,414,508,1405
#GS035,2018/1/9 16:00,0,1529,812,745,3086
#GS006,2018/1/9 16:00,697,1628,1358,762,4445
#GS008,2018/1/9 17:00,1449,1223,474,1237,3217
#GS006,2018/1/9 17:00,696,1345,1187,729,5336
#GS007,2018/1/9 17:00,577,952,662,365,3678
#GS035,2018/1/9 17:00,0,1654,780,639,3351
#GS006,2018/1/9 18:00,696,1345,1187,729,3957
#GS007,2018/1/9 18:00,577,952,662,365,2556
#GS008,2018/1/9 18:00,1449,1223,474,1237,4383
#GS035,2018/1/9 18:00,0,1654,780,639,3073
#GS006,2018/1/9 19:00,399,1054,846,540,2839
#GS007,2018/1/9 19:00,275,670,507,252,1704
#GS008,2018/1/9 19:00,933,760,412,881,2986
#GS035,2018/1/9 19:00,0,1239,680,561,2480
#GS006,2018/1/9 1:00,38,192,111,64,405
#GS035,2018/1/9 1:00,0,204,83,86,373
#GS008,2018/1/9 1:00,169,124,46,83,422
#GS007,2018/1/9 1:00,22,145,72,28,267
#GS006,2018/1/9 20:00,278,926,750,347,2301
#GS035,2018/1/9 20:00,0,984,508,564,2056
#GS008,2018/1/9 20:00,780,757,415,620,2572
#GS007,2018/1/9 20:00,269,608,518,207,1602
#GS008,2018/1/9 21:00,740,579,360,561,2240
#GS006,2018/1/9 21:00,248,892,680,313,2133
#GS035,2018/1/9 21:00,0,840,493,521,1854
#GS007,2018/1/9 21:00,212,548,500,178,1438
#GS007,2018/1/9 22:00,173,431,355,142,1101
#GS008,2018/1/9 22:00,678,505,271,441,1895
#GS006,2018/1/9 22:00,194,712,497,251,1654
#GS035,2018/1/9 22:00,0,676,344,396,1416
#GS035,2018/1/9 23:00,0,484,236,238,958
#GS006,2018/1/9 23:00,116,519,351,168,1154
#GS007,2018/1/9 23:00,129,305,222,94,750
#GS008,2018/1/9 23:00,442,341,142,285,1210
#GS008,2018/1/9 2:00,85,68,27,54,234
#GS035,2018/1/9 2:00,0,120,59,53,232
#GS006,2018/1/9 2:00,20,102,78,32,232
#GS007,2018/1/9 2:00,12,70,40,25,147
#GS006,2018/1/9 3:00,25,64,37,22,148
#GS008,2018/1/9 3:00,71,52,20,40,183
#GS007,2018/1/9 3:00,4,51,27,15,97
#GS035,2018/1/9 3:00,0,86,43,40,169
#GS008,2018/1/9 4:00,47,38,20,43,148
#GS007,2018/1/9 4:00,6,51,29,15,101
#GS006,2018/1/9 4:00,16,53,45,16,130
#GS035,2018/1/9 4:00,0,75,32,37,144
#GS008,2018/1/9 5:00,45,37,21,46,149
#GS035,2018/1/9 5:00,0,81,51,38,170
#GS006,2018/1/9 5:00,21,49,39,29,138
#GS007,2018/1/9 5:00,22,39,24,9,94
#GS007,2018/1/9 6:00,115,99,67,36,317
#GS008,2018/1/9 6:00,114,122,67,175,478
#GS006,2018/1/9 6:00,69,151,106,93,419
#GS035,2018/1/9 6:00,0,184,102,132,418
#GS007,2018/1/9 7:00,322,460,551,329,1662
#GS006,2018/1/9 7:00,254,993,743,586,2576
#GS035,2018/1/9 7:00,0,735,650,891,2276
#GS008,2018/1/9 7:00,873,505,514,1084,2976
#GS006,2018/1/9 8:00,1081,1936,1517,1066,5600
#GS007,2018/1/9 8:00,886,928,1554,638,4006
#GS008,2018/1/9 8:00,1706,828,1407,816,4757
#GS035,2018/1/9 8:00,0,1014,1367,1366,3747
#GS035,2018/1/9 9:00,0,1283,962,1014,3259
#GS008,2018/1/9 9:00,1526,929,1383,642,4480
#GS007,2018/1/9 9:00,774,1058,1229,523,3584
#GS006,2018/1/9 9:00,835,1681,1476,763,4755
#GS006,2018/1/10 0:00,85,368,233,112,798
#GS007,2018/1/10 0:00,54,255,166,44,519
#GS008,2018/1/10 0:00,314,239,124,201,878
#GS035,2018/1/10 0:00,0,311,203,188,702
#GS008,2018/1/10 10:00,1441,890,1224,1043,4598
#GS007,2018/1/10 10:00,591,920,1137,472,3120
#GS035,2018/1/10 10:00,0,1168,748,814,2730
#GS006,2018/1/10 10:00,694,1659,1381,745,4479
#GS007,2018/1/10 11:00,581,893,1028,395,2897
#GS008,2018/1/10 11:00,1364,850,1031,1045,4290
#GS035,2018/1/10 11:00,0,1319,709,703,2731
#GS006,2018/1/10 11:00,630,1545,1386,708,4269
#GS006,2018/1/10 12:00,633,1347,1163,653,3796
#GS008,2018/1/10 12:00,1368,877,988,1010,4243
#GS035,2018/1/10 12:00,0,1336,684,738,2758
#GS007,2018/1/10 12:00,559,844,769,331,2503
#GS006,2018/1/10 13:00,562,1423,1391,700,4076
#GS035,2018/1/10 13:00,0,1265,710,818,2793
#GS007,2018/1/10 13:00,600,840,850,381,2671
#GS008,2018/1/10 13:00,1254,745,1178,772,3949
#GS035,2018/1/10 14:00,0,1247,783,796,2826
#GS008,2018/1/10 14:00,1361,806,1216,938,4321
#GS006,2018/1/10 14:00,657,1447,1288,747,4139
#GS007,2018/1/10 14:00,541,875,878,378,2672
#GS007,2018/1/10 15:00,497,938,815,344,2594
#GS035,2018/1/10 15:00,0,1292,717,709,2718
#GS006,2018/1/10 15:00,644,1497,986,728,3855
#GS008,2018/1/10 15:00,1302,865,1038,1151,4356
#GS007,2018/1/10 16:00,635,972,852,405,2864
#GS008,2018/1/10 16:00,1448,1009,1116,1096,4669
#GS035,2018/1/10 16:00,0,1500,814,744,3058
#GS006,2018/1/10 16:00,666,1382,992,720,3760
#GS007,2018/1/10 17:00,592,1046,691,405,3626
#GS008,2018/1/10 17:00,1529,1339,508,1288,5274
#GS006,2018/1/10 17:00,671,1544,901,750,4907
#GS035,2018/1/10 17:00,0,1715,788,647,3359
#GS007,2018/1/10 18:00,592,1046,691,405,2734
#GS008,2018/1/10 18:00,1529,1339,508,1288,4664
#GS035,2018/1/10 18:00,0,1715,788,647,3150
#GS006,2018/1/10 18:00,671,1544,901,750,3866
#GS007,2018/1/10 19:00,358,700,541,295,1894
#GS008,2018/1/10 19:00,1015,856,404,867,3142
#GS035,2018/1/10 19:00,0,1331,687,595,2613
#GS006,2018/1/10 19:00,386,1116,665,493,2660
#GS006,2018/1/10 1:00,32,225,148,67,472
#GS007,2018/1/10 1:00,32,153,101,49,335
#GS008,2018/1/10 1:00,180,154,68,123,525
#GS035,2018/1/10 1:00,0,233,126,105,464
#GS035,2018/1/10 20:00,0,1073,595,620,2288
#GS006,2018/1/10 20:00,326,973,611,419,2329
#GS008,2018/1/10 20:00,846,763,444,737,2790
#GS007,2018/1/10 20:00,280,628,575,234,1717
#GS035,2018/1/10 21:00,0,895,499,575,1969
#GS006,2018/1/10 21:00,250,922,632,345,2149
#GS008,2018/1/10 21:00,883,652,405,613,2553
#GS007,2018/1/10 21:00,238,567,508,195,1508
#GS035,2018/1/10 22:00,0,725,372,442,1539
#GS008,2018/1/10 22:00,673,539,295,469,1976
#GS007,2018/1/10 22:00,202,424,398,168,1192
#GS006,2018/1/10 22:00,162,753,489,248,1652
#GS035,2018/1/10 23:00,0,476,264,266,1006
#GS008,2018/1/10 23:00,412,358,153,303,1226
#GS007,2018/1/10 23:00,127,315,228,93,763
#GS006,2018/1/10 23:00,130,500,269,169,1068
#GS006,2018/1/10 2:00,31,119,98,62,310
#GS035,2018/1/10 2:00,0,123,66,67,256
#GS007,2018/1/10 2:00,14,89,60,24,187
#GS008,2018/1/10 2:00,118,70,52,70,310
#GS006,2018/1/10 3:00,15,74,67,29,185
#GS008,2018/1/10 3:00,94,54,34,39,221
#GS007,2018/1/10 3:00,7,55,43,10,115
#GS035,2018/1/10 3:00,0,90,61,48,199
#GS006,2018/1/10 4:00,23,57,43,14,137
#GS007,2018/1/10 4:00,3,51,25,17,96
#GS008,2018/1/10 4:00,64,26,13,34,137
#GS035,2018/1/10 4:00,0,93,42,34,169
#GS007,2018/1/10 5:00,12,53,25,25,115
#GS006,2018/1/10 5:00,17,61,37,36,151
#GS035,2018/1/10 5:00,0,85,48,38,171
#GS008,2018/1/10 5:00,57,42,17,48,164
#GS006,2018/1/10 6:00,60,153,105,93,411
#GS035,2018/1/10 6:00,0,211,125,143,479
#GS007,2018/1/10 6:00,114,102,72,25,313
#GS008,2018/1/10 6:00,148,115,49,176,488
#GS007,2018/1/10 7:00,270,446,511,335,1562
#GS006,2018/1/10 7:00,235,920,692,573,2420
#GS035,2018/1/10 7:00,0,489,439,609,1537
#GS008,2018/1/10 7:00,832,471,458,1057,2818
#GS006,2018/1/10 8:00,901,2086,1547,1018,5552
#GS007,2018/1/10 8:00,755,929,1563,598,3845
#GS035,2018/1/10 8:00,0,984,955,1223,3162
#GS008,2018/1/10 8:00,1535,853,1243,1035,4666
#GS035,2018/1/10 9:00,0,1264,831,1000,3095
#GS007,2018/1/10 9:00,806,997,1302,506,3611
#GS008,2018/1/10 9:00,1617,944,1479,902,4942
#GS006,2018/1/10 9:00,874,1749,1618,798,5039
#GS035,2018/1/11 0:00,0,308,157,140,605
#GS008,2018/1/11 0:00,320,251,108,228,907
#GS006,2018/1/11 0:00,84,397,214,114,809
#GS007,2018/1/11 0:00,69,246,193,83,591
#GS007,2018/1/11 10:00,590,981,1086,425,3082
#GS035,2018/1/11 10:00,0,1249,724,797,2770
#GS008,2018/1/11 10:00,1393,893,1101,973,4360
#GS006,2018/1/11 10:00,700,1716,1018,746,4180
#GS035,2018/1/11 11:00,0,1258,686,730,2674
#GS006,2018/1/11 11:00,643,1610,973,708,3934
#GS007,2018/1/11 11:00,621,935,947,385,2888
#GS008,2018/1/11 11:00,1353,891,966,1010,4220
#GS007,2018/1/11 12:00,604,840,925,371,2740
#GS035,2018/1/11 12:00,0,1341,683,677,2701
#GS006,2018/1/11 12:00,598,1497,945,691,3731
#GS008,2018/1/11 12:00,1315,930,1031,1250,4526
#GS006,2018/1/11 13:00,636,1684,915,705,3940
#GS008,2018/1/11 13:00,1430,1059,1178,1409,5076
#GS035,2018/1/11 13:00,0,1300,803,863,2966
#GS007,2018/1/11 13:00,608,931,985,416,2940
#GS035,2018/1/11 14:00,0,1122,670,747,2539
#GS006,2018/1/11 14:00,635,1618,1243,683,4179
#GS008,2018/1/11 14:00,1401,1131,1186,1401,5119
#GS007,2018/1/11 14:00,664,909,915,393,2881
#GS007,2018/1/11 15:00,524,920,862,386,2692
#GS006,2018/1/11 15:00,547,1642,1413,732,4334
#GS035,2018/1/11 15:00,0,1377,694,729,2800
#GS008,2018/1/11 15:00,1400,1078,1070,1422,4970
#GS008,2018/1/11 16:00,1492,1247,1135,1363,5237
#GS035,2018/1/11 16:00,0,1452,770,753,2975
#GS006,2018/1/11 16:00,728,1489,1429,763,4409
#GS007,2018/1/11 16:00,670,1189,1039,384,3282
#GS035,2018/1/11 17:00,0,1654,683,851,3335
#GS008,2018/1/11 17:00,1721,1263,441,1459,5504
#GS007,2018/1/11 17:00,666,1228,719,373,3940
#GS006,2018/1/11 17:00,781,1462,1190,794,5568
#GS007,2018/1/11 18:00,666,1228,719,373,2986
#GS035,2018/1/11 18:00,0,1654,683,851,3188
#GS006,2018/1/11 18:00,781,1462,1190,794,4227
#GS008,2018/1/11 18:00,1721,1263,441,1459,4884
#GS007,2018/1/11 19:00,510,941,669,261,2381
#GS035,2018/1/11 19:00,0,1465,624,646,2735
#GS008,2018/1/11 19:00,1471,1040,382,931,3824
#GS006,2018/1/11 19:00,438,1184,1010,494,3126
#GS007,2018/1/11 1:00,31,187,116,47,381
#GS006,2018/1/11 1:00,53,264,148,77,542
#GS008,2018/1/11 1:00,223,143,62,131,559
#GS035,2018/1/11 1:00,0,210,107,89,406
#GS006,2018/1/11 20:00,299,1073,895,399,2666
#GS008,2018/1/11 20:00,986,832,443,730,2991
#GS007,2018/1/11 20:00,350,829,662,226,2067
#GS035,2018/1/11 20:00,0,1119,557,565,2241
#GS008,2018/1/11 21:00,909,642,416,682,2649
#GS006,2018/1/11 21:00,250,952,834,375,2411
#GS007,2018/1/11 21:00,252,709,645,178,1784
#GS035,2018/1/11 21:00,0,894,478,555,1927
#GS007,2018/1/11 22:00,208,519,445,150,1322
#GS008,2018/1/11 22:00,709,494,306,501,2010
#GS006,2018/1/11 22:00,166,745,601,277,1789
#GS035,2018/1/11 22:00,0,689,356,437,1482
#GS006,2018/1/11 23:00,132,490,395,161,1178
#GS007,2018/1/11 23:00,170,362,278,97,907
#GS035,2018/1/11 23:00,0,454,204,218,876
#GS008,2018/1/11 23:00,462,325,157,356,1300
#GS008,2018/1/11 2:00,123,111,59,79,372
#GS006,2018/1/11 2:00,40,160,96,40,336
#GS007,2018/1/11 2:00,29,112,74,50,265
#GS035,2018/1/11 2:00,0,127,75,86,288
#GS008,2018/1/11 3:00,93,60,26,52,231
#GS006,2018/1/11 3:00,18,106,44,20,188
#GS035,2018/1/11 3:00,0,97,40,44,181
#GS007,2018/1/11 3:00,11,74,35,24,144
#GS035,2018/1/11 4:00,0,79,41,27,147
#GS008,2018/1/11 4:00,59,43,22,45,169
#GS007,2018/1/11 4:00,9,52,24,13,98
#GS006,2018/1/11 4:00,22,56,30,18,126
#GS008,2018/1/11 5:00,50,35,19,41,145
#GS006,2018/1/11 5:00,21,58,22,28,129
#GS007,2018/1/11 5:00,21,51,23,16,111
#GS035,2018/1/11 5:00,0,81,49,47,177
#GS035,2018/1/11 6:00,0,180,120,133,433
#GS006,2018/1/11 6:00,66,161,69,99,395
#GS007,2018/1/11 6:00,90,82,72,33,277
#GS008,2018/1/11 6:00,138,104,68,172,482
#GS006,2018/1/11 7:00,241,913,507,564,2225
#GS008,2018/1/11 7:00,866,511,499,1063,2939
#GS035,2018/1/11 7:00,0,680,565,822,2067
#GS007,2018/1/11 7:00,320,450,537,319,1626
#GS008,2018/1/11 8:00,1622,865,1406,817,4710
#GS035,2018/1/11 8:00,0,1019,1315,1357,3691
#GS007,2018/1/11 8:00,813,907,1591,565,3876
#GS006,2018/1/11 8:00,1011,2162,939,1053,5165
#GS007,2018/1/11 9:00,724,1040,1384,499,3647
#GS008,2018/1/11 9:00,1568,913,1458,790,4729
#GS035,2018/1/11 9:00,0,1276,946,1044,3266
#GS006,2018/1/11 9:00,871,1941,1039,787,4638
#GS007,2018/1/12 0:00,76,312,203,62,653
#GS008,2018/1/12 0:00,343,246,119,229,937
#GS006,2018/1/12 0:00,75,381,264,142,862
#GS035,2018/1/12 0:00,0,383,168,175,726
#GS008,2018/1/12 10:00,1409,914,1133,1124,4580
#GS007,2018/1/12 10:00,609,1203,1085,392,3289
#GS006,2018/1/12 10:00,689,1817,1311,681,4498
#GS035,2018/1/12 10:00,0,1240,829,805,2874
#GS035,2018/1/12 11:00,0,1285,683,684,2652
#GS008,2018/1/12 11:00,1376,898,1158,1180,4612
#GS006,2018/1/12 11:00,679,1776,1469,737,4661
#GS007,2018/1/12 11:00,628,1189,1109,391,3317
#GS006,2018/1/12 12:00,713,1552,1358,685,4308
#GS008,2018/1/12 12:00,1347,948,1050,1215,4560
#GS007,2018/1/12 12:00,739,1097,1021,367,3224
#GS035,2018/1/12 12:00,0,1449,730,710,2889
#GS008,2018/1/12 13:00,1344,983,1222,1099,4648
#GS007,2018/1/12 13:00,655,1180,1083,421,3339
